product_weight_g,product_length_cm,product_height_cm,product_width_cm,freight_value
800.0,24.0,14.0,24.0,12.69
13500.0,55.0,25.0,35.0,17.77
4650.0,23.0,23.0,23.0,14.88
450.0,40.0,4.0,30.0,16.11
1500.0,40.0,20.0,20.0,23.63
500.0,20.0,15.0,20.0,9.07
850.0,32.0,10.0,16.0,12.99
530.0,18.0,9.0,13.0,20.02
200.0,16.0,2.0,11.0,15.1
1300.0,25.0,16.0,25.0,17.6
100.0,16.0,16.0,16.0,16.63
400.0,60.0,25.0,25.0,7.87
3600.0,26.0,24.0,50.0,12.04
783.0,17.0,15.0,14.0,14.59
538.0,23.0,12.0,34.0,16.05
2300.0,50.0,22.0,24.0,20.02
1300.0,33.0,10.0,16.0,12.69
800.0,60.0,7.0,14.0,11.85
150.0,16.0,9.0,11.0,14.1
350.0,16.0,16.0,17.0,12.84
150.0,19.0,3.0,20.0,15.1
4867.0,70.0,16.0,50.0,25.78
200.0,16.0,2.0,11.0,11.85
750.0,25.0,7.0,25.0,16.46
700.0,17.0,7.0,17.0,17.21
700.0,35.0,20.0,40.0,18.63
1500.0,30.0,50.0,20.0,16.02
450.0,26.0,7.0,22.0,8.64
950.0,25.0,11.0,15.0,10.96
700.0,20.0,8.0,14.0,19.32
250.0,16.0,2.0,20.0,18.65
100.0,20.0,20.0,20.0,14.59
200.0,16.0,2.0,11.0,15.79
550.0,40.0,14.0,38.0,8.29
1150.0,35.0,10.0,34.0,14.43
558.0,21.0,13.0,16.0,20.59
154.0,18.0,9.0,15.0,7.82
400.0,34.0,4.0,22.0,14.7
280.0,34.0,13.0,13.0,15.1
1200.0,39.0,12.0,12.0,17.6
1291.0,23.0,23.0,20.0,23.38
6700.0,35.0,15.0,20.0,23.91
450.0,25.0,9.0,19.0,16.11
250.0,16.0,5.0,15.0,15.1
1050.0,30.0,4.0,20.0,35.83
1400.0,32.0,6.0,28.0,19.88
350.0,17.0,17.0,17.0,13.18
11450.0,80.0,26.0,26.0,102.63
600.0,16.0,13.0,13.0,23.89
1450.0,20.0,20.0,11.0,17.98
100.0,16.0,6.0,11.0,18.38
400.0,25.0,15.0,25.0,13.37
300.0,16.0,7.0,11.0,27.34
375.0,21.0,11.0,17.0,17.68
250.0,36.0,4.0,20.0,11.92
650.0,19.0,3.0,11.0,7.78
150.0,18.0,6.0,11.0,7.39
575.0,16.0,13.0,14.0,19.39
1663.0,36.0,14.0,27.0,17.94
600.0,25.0,40.0,25.0,21.82
1275.0,29.0,21.0,29.0,17.76
8267.0,52.0,52.0,17.0,17.71
300.0,16.0,11.0,11.0,9.18
2900.0,35.0,20.0,30.0,14.3
300.0,18.0,8.0,12.0,18.98
450.0,25.0,25.0,25.0,8.88
350.0,16.0,4.0,11.0,14.79
200.0,16.0,2.0,11.0,8.11
750.0,59.0,14.0,12.0,27.44
900.0,18.0,18.0,18.0,15.32
1450.0,49.0,10.0,33.0,28.99
200.0,16.0,6.0,11.0,19.36
484.0,18.0,11.0,15.0,8.35
200.0,16.0,10.0,16.0,14.1
650.0,20.0,35.0,20.0,19.84
450.0,20.0,10.0,15.0,8.93
7500.0,55.0,18.0,45.0,17.63
1700.0,45.0,15.0,35.0,14.63
1050.0,38.0,10.0,38.0,17.95
1300.0,28.0,6.0,28.0,22.99
712.0,47.0,13.0,32.0,15.11
2079.0,30.0,27.0,24.0,10.74
500.0,16.0,21.0,18.0,9.45
100.0,17.0,17.0,17.0,14.53
150.0,20.0,5.0,15.0,12.09
15400.0,105.0,48.0,18.0,55.36
250.0,18.0,4.0,12.0,15.1
250.0,16.0,4.0,11.0,17.63
1850.0,30.0,30.0,30.0,27.26
200.0,23.0,8.0,15.0,14.1
1250.0,36.0,16.0,24.0,11.62
408.0,14.0,16.0,15.0,28.63
1200.0,16.0,11.0,11.0,13.9
150.0,16.0,10.0,16.0,22.23
1400.0,34.0,7.0,32.0,12.19
728.0,21.0,18.0,15.0,13.82
6150.0,60.0,20.0,29.0,13.71
150.0,22.0,3.0,15.0,12.84
400.0,35.0,4.0,30.0,13.71
100.0,18.0,8.0,12.0,18.27
525.0,23.0,12.0,15.0,9.53
30000.0,50.0,75.0,56.0,98.77
10025.0,57.0,55.0,22.0,21.09
688.0,17.0,13.0,16.0,21.15
2800.0,50.0,10.0,40.0,27.13
200.0,16.0,9.0,16.0,11.85
1625.0,41.0,26.0,26.0,17.53
2425.0,29.0,30.0,19.0,16.66
6450.0,35.0,30.0,35.0,19.59
128.0,15.0,8.0,13.0,25.69
13250.0,55.0,36.0,40.0,16.56
20800.0,40.0,40.0,45.0,19.76
16650.0,63.0,61.0,24.0,66.63
650.0,60.0,11.0,11.0,16.17
850.0,36.0,20.0,20.0,13.84
2100.0,50.0,30.0,30.0,22.1
7000.0,60.0,20.0,30.0,32.49
3750.0,60.0,2.0,15.0,3.25
10800.0,54.0,27.0,36.0,21.54
2083.0,28.0,23.0,21.0,22.85
175.0,22.0,11.0,16.0,7.39
75.0,18.0,9.0,16.0,7.39
450.0,16.0,3.0,15.0,14.05
1280.0,29.0,24.0,22.0,7.94
400.0,28.0,10.0,13.0,16.25
9560.0,31.0,45.0,54.0,74.99
9100.0,42.0,13.0,39.0,34.98
308.0,16.0,11.0,12.0,19.07
317.0,19.0,15.0,17.0,15.59
6250.0,25.0,50.0,25.0,11.62
150.0,16.0,11.0,11.0,17.06
150.0,16.0,11.0,11.0,17.06
2950.0,46.0,8.0,38.0,30.84
3400.0,39.0,13.0,46.0,33.82
1500.0,34.0,7.0,32.0,13.13
2600.0,34.0,7.0,32.0,12.33
2033.0,27.0,30.0,32.0,18.76
1350.0,34.0,8.0,34.0,20.01
50.0,17.0,10.0,15.0,18.3
533.0,22.0,11.0,20.0,23.98
5475.0,65.0,12.0,65.0,25.37
250.0,17.0,4.0,12.0,7.46
7463.0,56.0,64.0,35.0,34.04
4400.0,43.0,15.0,39.0,21.33
500.0,18.0,16.0,14.0,14.1
875.0,25.0,18.0,40.0,16.16
200.0,16.0,5.0,11.0,8.21
13350.0,57.0,56.0,22.0,52.85
150.0,19.0,11.0,23.0,17.07
444.0,20.0,14.0,16.0,12.52
5600.0,40.0,20.0,40.0,9.44
100.0,24.0,14.0,11.0,11.85
700.0,16.0,16.0,16.0,15.13
2500.0,43.0,8.0,33.0,27.6
1600.0,28.0,36.0,27.0,10.75
200.0,16.0,2.0,11.0,14.13
850.0,40.0,15.0,37.0,12.96
1100.0,45.0,8.0,35.0,19.53
1300.0,33.0,6.0,22.0,14.1
3650.0,61.0,11.0,38.0,36.24
200.0,16.0,2.0,12.0,20.8
1160.0,26.0,18.0,19.0,14.15
1800.0,20.0,31.0,16.0,12.14
569.0,20.0,16.0,16.0,9.94
1250.0,40.0,20.0,30.0,18.54
150.0,24.0,12.0,18.0,15.1
200.0,19.0,4.0,11.0,24.84
200.0,16.0,8.0,11.0,7.78
1132.0,33.0,39.0,20.0,15.63
500.0,30.0,20.0,30.0,15.11
5700.0,56.0,15.0,36.0,29.46
7600.0,61.0,11.0,46.0,33.17
150.0,23.0,7.0,17.0,15.12
200.0,41.0,2.0,29.0,16.79
300.0,30.0,30.0,30.0,15.11
1950.0,43.0,8.0,33.0,27.89
163.0,17.0,11.0,13.0,7.78
1150.0,20.0,20.0,20.0,22.34
2500.0,45.0,15.0,28.0,31.95
5550.0,28.0,55.0,37.0,13.57
180.0,16.0,13.0,11.0,16.11
233.0,17.0,10.0,19.0,16.96
6400.0,80.0,4.0,55.0,16.89
950.0,44.0,2.0,36.0,17.76
1050.0,32.0,12.0,32.0,19.59
12300.0,62.0,62.0,19.0,29.99
13050.0,82.0,6.0,82.0,69.9
3600.0,41.0,8.0,36.0,16.4
200.0,16.0,6.0,14.0,8.72
3850.0,47.0,15.0,45.0,16.85
400.0,19.0,13.0,15.0,16.79
50.0,16.0,5.0,11.0,7.78
700.0,23.0,20.0,17.0,14.14
1700.0,20.0,10.0,14.0,12.07
300.0,16.0,7.0,20.0,17.63
250.0,16.0,22.0,11.0,16.79
5417.0,47.0,44.0,44.0,40.48
200.0,23.0,24.0,20.0,11.91
400.0,32.0,4.0,14.0,15.1
900.0,33.0,9.0,38.0,18.3
5250.0,30.0,30.0,20.0,34.27
363.0,18.0,13.0,13.0,16.18
1050.0,35.0,10.0,45.0,11.86
10550.0,30.0,105.0,20.0,54.12
800.0,16.0,16.0,18.0,17.12
280.0,17.0,14.0,14.0,18.41
3300.0,40.0,20.0,60.0,24.09
350.0,32.0,4.0,11.0,31.12
125.0,10.0,9.0,11.0,9.33
450.0,30.0,10.0,25.0,11.85
4850.0,20.0,30.0,30.0,50.15
17400.0,24.0,55.0,51.0,134.17
700.0,16.0,7.0,12.0,15.37
16250.0,18.0,53.0,39.0,23.57
600.0,20.0,10.0,15.0,16.18
700.0,16.0,15.0,15.0,22.73
750.0,22.0,12.0,33.0,17.84
250.0,24.0,7.0,14.0,8.65
500.0,25.0,11.0,18.0,19.64
169.0,16.0,10.0,12.0,17.63
750.0,30.0,30.0,30.0,18.02
5250.0,81.0,13.0,31.0,37.12
725.0,26.0,17.0,22.0,16.17
3900.0,45.0,33.0,26.0,11.73
1250.0,28.0,21.0,29.0,17.02
200.0,18.0,4.0,16.0,15.1
250.0,20.0,20.0,20.0,7.39
16300.0,100.0,25.0,30.0,25.04
100.0,18.0,6.0,11.0,14.1
1200.0,25.0,20.0,20.0,17.6
625.0,21.0,19.0,16.0,16.98
400.0,16.0,10.0,11.0,11.15
200.0,20.0,10.0,20.0,18.59
700.0,19.0,6.0,15.0,22.1
200.0,25.0,7.0,16.0,11.85
350.0,20.0,20.0,20.0,16.5
300.0,20.0,5.0,30.0,15.1
210.0,17.0,9.0,12.0,17.14
200.0,22.0,3.0,15.0,15.87
102.0,20.0,6.0,13.0,18.31
5950.0,98.0,17.0,18.0,63.63
1350.0,44.0,11.0,25.0,11.72
30000.0,80.0,75.0,36.0,294.76
2350.0,16.0,40.0,16.0,21.73
150.0,17.0,4.0,13.0,15.23
900.0,40.0,4.0,30.0,16.25
300.0,16.0,5.0,15.0,8.27
450.0,27.0,11.0,15.0,18.23
887.0,30.0,22.0,20.0,12.04
2050.0,30.0,30.0,20.0,26.95
8550.0,78.0,9.0,23.0,39.58
1500.0,25.0,6.0,19.0,25.04
1965.0,51.0,44.0,11.0,22.5
9750.0,35.0,12.0,30.0,26.27
250.0,24.0,5.0,11.0,15.28
4550.0,20.0,20.0,20.0,27.23
50.0,40.0,2.0,24.0,15.23
400.0,30.0,30.0,40.0,15.11
367.0,38.0,21.0,23.0,8.29
418.0,18.0,7.0,13.0,11.98
900.0,17.0,40.0,14.0,12.73
200.0,25.0,5.0,15.0,14.1
400.0,35.0,6.0,26.0,16.21
5000.0,40.0,10.0,40.0,35.74
1375.0,20.0,15.0,21.0,19.56
600.0,16.0,4.0,11.0,8.23
250.0,16.0,5.0,15.0,7.71
200.0,16.0,2.0,11.0,14.1
125.0,18.0,7.0,15.0,20.78
75.0,17.0,6.0,58.0,2.91
2800.0,40.0,15.0,40.0,21.57
2300.0,30.0,30.0,30.0,11.73
750.0,30.0,30.0,11.0,16.95
30000.0,42.0,105.0,47.0,49.85
1000.0,16.0,24.0,16.0,13.4
50.0,16.0,5.0,11.0,22.85
1500.0,21.0,26.0,21.0,17.93
974.0,26.0,30.0,28.0,16.6
400.0,16.0,29.0,23.0,8.72
10925.0,50.0,31.0,48.0,33.75
1067.0,22.0,19.0,19.0,23.18
438.0,21.0,19.0,19.0,25.7
9450.0,85.0,10.0,33.0,50.0
2500.0,31.0,7.0,22.0,26.84
167.0,16.0,12.0,13.0,1.8
190.0,16.0,11.0,12.0,8.63
7400.0,57.0,40.0,25.0,67.44
175.0,18.0,12.0,17.0,51.0
350.0,17.0,4.0,12.0,14.1
600.0,30.0,15.0,20.0,9.34
1600.0,32.0,5.0,29.0,11.86
1100.0,25.0,5.0,13.0,17.6
817.0,30.0,15.0,15.0,17.09
200.0,20.0,20.0,20.0,15.1
200.0,25.0,7.0,16.0,7.78
3750.0,42.0,20.0,24.0,15.55
10600.0,60.0,20.0,29.0,13.57
20450.0,35.0,35.0,35.0,43.91
550.0,22.0,16.0,16.0,23.29
100.0,30.0,30.0,20.0,18.25
350.0,17.0,14.0,13.0,18.25
450.0,45.0,15.0,35.0,18.76
1900.0,20.0,35.0,30.0,20.77
350.0,17.0,7.0,13.0,15.83
300.0,17.0,4.0,12.0,7.46
250.0,16.0,2.0,20.0,15.23
250.0,16.0,6.0,11.0,9.99
450.0,16.0,6.0,11.0,9.99
400.0,17.0,7.0,12.0,11.85
19450.0,45.0,50.0,45.0,57.59
250.0,16.0,2.0,20.0,37.04
2400.0,30.0,35.0,30.0,9.67
1150.0,35.0,23.0,35.0,21.49
6050.0,20.0,20.0,20.0,23.69
1000.0,33.0,16.0,20.0,16.11
400.0,26.0,6.0,18.0,7.39
750.0,20.0,35.0,20.0,9.34
150.0,16.0,7.0,20.0,16.79
567.0,18.0,9.0,13.0,15.79
1350.0,67.0,10.0,20.0,14.08
175.0,20.0,20.0,20.0,10.01
254.0,18.0,12.0,9.0,7.39
1100.0,16.0,10.0,16.0,12.26
1300.0,16.0,40.0,28.0,18.32
383.0,19.0,20.0,17.0,13.03
200.0,16.0,7.0,16.0,21.15
600.0,18.0,12.0,18.0,15.52
350.0,16.0,2.0,20.0,18.58
1750.0,45.0,15.0,35.0,13.9
14950.0,77.0,20.0,53.0,27.21
800.0,16.0,10.0,16.0,12.79
2380.0,32.0,30.0,23.0,23.93
5250.0,51.0,15.0,52.0,14.51
16450.0,63.0,62.0,24.0,35.54
1800.0,30.0,5.0,30.0,13.16
400.0,16.0,16.0,16.0,8.88
525.0,19.0,19.0,19.0,45.38
800.0,23.0,18.0,23.0,23.56
700.0,20.0,35.0,20.0,7.78
1400.0,22.0,12.0,33.0,17.84
250.0,19.0,4.0,11.0,15.65
150.0,16.0,5.0,20.0,15.13
500.0,100.0,20.0,11.0,8.88
1800.0,55.0,10.0,35.0,20.08
275.0,16.0,14.0,14.0,14.31
950.0,16.0,10.0,50.0,9.36
100.0,16.0,16.0,11.0,15.31
396.0,18.0,11.0,14.0,21.32
975.0,33.0,30.0,28.0,19.72
12275.0,40.0,54.0,38.0,40.19
150.0,16.0,4.0,14.0,7.39
1850.0,55.0,6.0,55.0,11.73
600.0,30.0,30.0,30.0,15.11
150.0,18.0,20.0,11.0,51.06
1000.0,30.0,10.0,25.0,18.74
1350.0,29.0,18.0,28.0,15.21
2500.0,90.0,14.0,27.0,15.88
50.0,20.0,10.0,15.0,8.42
16050.0,70.0,50.0,45.0,54.24
30000.0,60.0,60.0,60.0,164.98
1050.0,30.0,30.0,30.0,17.87
1200.0,85.0,15.0,30.0,29.19
250.0,16.0,35.0,25.0,7.78
250.0,20.0,10.0,15.0,18.45
150.0,16.0,16.0,16.0,15.44
880.0,22.0,21.0,19.0,15.59
550.0,17.0,18.0,17.0,9.93
4350.0,58.0,16.0,53.0,39.97
273.0,23.0,14.0,16.0,12.79
550.0,43.0,16.0,27.0,16.11
400.0,25.0,10.0,11.0,15.16
1050.0,34.0,7.0,21.0,19.04
650.0,23.0,15.0,15.0,13.58
2035.0,27.0,13.0,15.0,9.57
1252.0,20.0,16.0,15.0,12.9
83.0,13.0,8.0,12.0,15.16
100.0,16.0,7.0,15.0,19.95
50.0,23.0,12.0,19.0,7.39
12750.0,38.0,47.0,44.0,50.22
1500.0,60.0,20.0,29.0,13.51
150.0,19.0,7.0,12.0,15.39
2500.0,30.0,10.0,20.0,20.8
5400.0,20.0,60.0,50.0,20.21
1800.0,34.0,40.0,19.0,19.05
800.0,18.0,13.0,16.0,15.42
823.0,25.0,28.0,28.0,10.13
450.0,30.0,3.0,20.0,18.23
1550.0,26.0,6.0,20.0,21.56
350.0,21.0,14.0,17.0,14.61
100.0,20.0,20.0,20.0,7.78
850.0,16.0,10.0,16.0,19.47
950.0,35.0,25.0,20.0,16.67
300.0,42.0,2.0,30.0,14.1
1600.0,30.0,15.0,30.0,14.74
150.0,20.0,2.0,28.0,7.87
2900.0,23.0,8.0,23.0,18.82
350.0,25.0,15.0,15.0,8.72
1350.0,46.0,2.0,36.0,12.4
300.0,16.0,10.0,20.0,24.89
2850.0,30.0,30.0,30.0,19.99
600.0,23.0,7.0,15.0,24.52
1775.0,32.0,28.0,28.0,39.77
200.0,16.0,2.0,11.0,8.27
150.0,20.0,20.0,20.0,7.39
975.0,37.0,31.0,17.0,17.26
450.0,39.0,6.0,27.0,18.79
1029.0,20.0,15.0,17.0,15.1
350.0,20.0,15.0,20.0,18.42
300.0,25.0,2.0,18.0,27.67
1200.0,22.0,13.0,16.0,12.41
1650.0,35.0,44.0,19.0,18.64
350.0,21.0,12.0,14.0,19.43
300.0,28.0,24.0,11.0,7.71
7350.0,30.0,35.0,30.0,18.52
100.0,25.0,7.0,11.0,16.13
3585.0,33.0,6.0,19.0,23.1
300.0,16.0,2.0,11.0,15.1
950.0,21.0,35.0,21.0,13.71
200.0,20.0,7.0,15.0,13.0
200.0,16.0,2.0,11.0,15.23
700.0,24.0,19.0,22.0,11.74
217.0,16.0,14.0,14.0,15.1
1100.0,25.0,13.0,20.0,12.11
2125.0,28.0,27.0,33.0,13.68
5050.0,40.0,16.0,50.0,21.65
550.0,50.0,10.0,50.0,15.1
625.0,26.0,14.0,12.0,13.37
1500.0,20.0,22.0,22.0,33.85
750.0,40.0,4.0,30.0,12.79
9650.0,57.0,55.0,22.0,31.18
10725.0,57.0,55.0,22.0,27.71
11880.0,50.0,60.0,27.0,26.88
427.0,15.0,17.0,14.0,13.31
417.0,45.0,4.0,37.0,15.12
300.0,16.0,4.0,11.0,8.3
300.0,21.0,7.0,15.0,9.33
7850.0,51.0,31.0,31.0,35.18
3150.0,39.0,30.0,29.0,16.15
700.0,16.0,40.0,40.0,24.06
1600.0,30.0,5.0,45.0,23.52
800.0,25.0,6.0,16.0,13.03
450.0,60.0,30.0,22.0,18.23
150.0,16.0,5.0,20.0,13.01
1100.0,50.0,15.0,20.0,11.73
3400.0,30.0,20.0,20.0,24.35
1433.0,41.0,20.0,38.0,21.26
6000.0,60.0,20.0,29.0,23.13
350.0,16.0,14.0,11.0,34.19
600.0,18.0,6.0,15.0,11.66
7500.0,55.0,10.0,82.0,27.43
6400.0,20.0,20.0,20.0,44.83
6200.0,55.0,14.0,47.0,25.63
900.0,30.0,15.0,26.0,26.94
200.0,16.0,2.0,11.0,8.11
350.0,18.0,10.0,15.0,14.1
300.0,16.0,11.0,11.0,20.73
500.0,20.0,10.0,20.0,15.67
2750.0,65.0,8.0,45.0,21.78
350.0,16.0,10.0,12.0,12.75
314.0,18.0,11.0,14.0,22.43
200.0,16.0,3.0,12.0,7.78
450.0,16.0,5.0,20.0,8.49
500.0,16.0,5.0,20.0,8.49
2300.0,59.0,9.0,42.0,17.67
250.0,20.0,8.0,13.0,7.39
8450.0,53.0,50.0,16.0,20.0
2197.0,37.0,28.0,30.0,15.93
225.0,18.0,15.0,16.0,22.06
214.0,18.0,14.0,13.0,12.62
1050.0,20.0,16.0,16.0,57.21
150.0,18.0,18.0,18.0,8.27
10050.0,30.0,30.0,30.0,18.01
250.0,16.0,2.0,11.0,7.78
250.0,16.0,2.0,11.0,7.78
200.0,16.0,2.0,11.0,15.1
200.0,16.0,2.0,11.0,15.1
800.0,45.0,15.0,35.0,12.83
1000.0,35.0,15.0,25.0,17.04
1100.0,35.0,15.0,25.0,17.03
800.0,20.0,40.0,20.0,11.76
750.0,29.0,3.0,21.0,16.32
175.0,17.0,6.0,13.0,7.78
200.0,16.0,11.0,11.0,15.79
407.0,20.0,17.0,18.0,15.19
1600.0,55.0,37.0,30.0,45.09
6050.0,30.0,40.0,30.0,17.37
200.0,20.0,10.0,20.0,18.59
11850.0,50.0,35.0,40.0,13.65
700.0,44.0,12.0,22.0,15.74
190.0,22.0,12.0,16.0,7.39
4000.0,30.0,21.0,24.0,23.58
950.0,39.0,16.0,40.0,18.23
24050.0,60.0,60.0,40.0,165.32
1250.0,60.0,12.0,12.0,17.6
12100.0,54.0,40.0,52.0,70.54
8200.0,65.0,10.0,50.0,64.48
220.0,18.0,15.0,16.0,8.28
200.0,16.0,9.0,11.0,24.84
900.0,24.0,12.0,12.0,8.29
431.0,19.0,17.0,15.0,38.04
850.0,35.0,10.0,25.0,11.15
350.0,17.0,4.0,12.0,7.78
75.0,18.0,3.0,12.0,14.52
150.0,18.0,3.0,12.0,14.52
17900.0,48.0,32.0,28.0,17.1
23450.0,16.0,10.0,16.0,64.49
350.0,20.0,2.0,26.0,15.1
425.0,17.0,10.0,15.0,18.1
300.0,16.0,11.0,11.0,15.93
17500.0,97.0,24.0,45.0,71.46
21400.0,48.0,65.0,48.0,71.46
600.0,28.0,11.0,11.0,19.32
200.0,16.0,12.0,20.0,14.1
5500.0,70.0,7.0,50.0,26.61
6038.0,68.0,17.0,47.0,16.74
3850.0,52.0,7.0,55.0,23.01
2500.0,40.0,7.0,30.0,18.47
1093.0,20.0,14.0,18.0,18.63
1300.0,50.0,30.0,30.0,9.34
900.0,30.0,20.0,11.0,20.37
150.0,16.0,4.0,12.0,22.31
450.0,20.0,20.0,20.0,37.72
300.0,20.0,30.0,30.0,7.78
8100.0,24.0,58.0,15.0,21.46
300.0,30.0,40.0,11.0,15.24
100.0,16.0,13.0,11.0,14.1
1563.0,20.0,16.0,17.0,15.0
760.0,33.0,13.0,14.0,27.78
950.0,53.0,5.0,13.0,18.82
166.0,22.0,7.0,14.0,11.85
7750.0,33.0,25.0,33.0,44.49
4550.0,33.0,18.0,33.0,17.76
300.0,40.0,4.0,30.0,11.85
100.0,18.0,8.0,18.0,17.06
600.0,30.0,5.0,15.0,15.56
300.0,36.0,6.0,26.0,9.34
4250.0,77.0,12.0,29.0,16.49
1900.0,42.0,25.0,15.0,42.91
2450.0,41.0,8.0,36.0,21.89
300.0,24.0,7.0,14.0,14.97
150.0,22.0,3.0,15.0,8.03
1288.0,23.0,23.0,26.0,24.17
100.0,24.0,2.0,17.0,11.85
2500.0,48.0,10.0,35.0,12.04
2200.0,19.0,26.0,11.0,21.25
6150.0,30.0,40.0,40.0,21.04
450.0,16.0,10.0,16.0,12.92
300.0,16.0,2.0,20.0,7.39
750.0,16.0,20.0,16.0,19.5
240.0,23.0,16.0,14.0,7.78
107.0,19.0,13.0,13.0,16.96
550.0,16.0,10.0,16.0,15.1
200.0,16.0,2.0,20.0,15.49
100.0,20.0,20.0,20.0,18.44
317.0,19.0,8.0,16.0,7.39
275.0,18.0,4.0,12.0,24.35
750.0,25.0,10.0,19.0,9.47
300.0,16.0,4.0,20.0,13.1
300.0,28.0,8.0,18.0,8.51
350.0,16.0,16.0,16.0,15.23
290.0,18.0,4.0,14.0,11.85
50.0,20.0,15.0,15.0,7.4
650.0,18.0,10.0,14.0,22.57
700.0,20.0,20.0,20.0,8.29
1500.0,50.0,20.0,20.0,15.59
429.0,18.0,13.0,13.0,17.41
500.0,24.0,6.0,12.0,22.8
3100.0,30.0,24.0,24.0,17.46
138.0,12.0,9.0,18.0,25.3
1400.0,22.0,12.0,33.0,17.84
2800.0,105.0,3.0,70.0,47.21
1250.0,16.0,39.0,37.0,18.71
2800.0,43.0,8.0,36.0,14.14
500.0,23.0,45.0,32.0,13.4
2150.0,15.0,38.0,15.0,38.67
200.0,16.0,2.0,11.0,50.99
4800.0,22.0,63.0,22.0,11.73
4650.0,36.0,31.0,31.0,27.67
300.0,16.0,11.0,11.0,8.46
1500.0,69.0,11.0,11.0,25.25
125.0,16.0,12.0,14.0,27.3
700.0,45.0,8.0,40.0,14.22
6700.0,50.0,20.0,40.0,14.58
500.0,39.0,26.0,32.0,12.69
1800.0,28.0,8.0,15.0,13.67
100.0,20.0,18.0,18.0,18.23
1300.0,32.0,12.0,32.0,17.74
18000.0,105.0,30.0,40.0,73.14
850.0,24.0,13.0,18.0,17.02
467.0,23.0,11.0,18.0,14.97
950.0,16.0,16.0,16.0,16.42
1582.0,31.0,31.0,35.0,14.93
1600.0,35.0,11.0,17.0,19.6
700.0,20.0,30.0,30.0,23.5
4600.0,105.0,16.0,18.0,18.91
50.0,16.0,16.0,17.0,15.1
350.0,16.0,2.0,11.0,8.06
2050.0,34.0,8.0,32.0,14.41
5200.0,50.0,23.0,27.0,21.13
2300.0,105.0,3.0,70.0,18.12
7950.0,52.0,34.0,18.0,22.85
7450.0,40.0,10.0,40.0,46.47
50.0,17.0,9.0,13.0,17.06
350.0,17.0,13.0,12.0,42.86
1925.0,61.0,43.0,46.0,17.92
200.0,28.0,10.0,13.0,9.27
375.0,16.0,3.0,11.0,18.3
100.0,21.0,9.0,14.0,16.64
100.0,80.0,10.0,60.0,15.1
1100.0,50.0,12.0,12.0,16.6
2600.0,40.0,12.0,55.0,19.5
600.0,16.0,9.0,11.0,34.29
1200.0,32.0,6.0,28.0,19.59
100.0,16.0,11.0,12.0,7.78
30000.0,60.0,66.0,29.0,69.01
600.0,20.0,13.0,13.0,9.09
425.0,17.0,11.0,14.0,21.15
11113.0,58.0,55.0,24.0,23.68
950.0,35.0,11.0,11.0,11.15
150.0,21.0,11.0,12.0,17.14
970.0,17.0,18.0,15.0,12.8
1900.0,27.0,7.0,20.0,16.21
8875.0,40.0,14.0,43.0,14.95
450.0,16.0,21.0,18.0,16.14
3500.0,86.0,26.0,18.0,16.95
2300.0,27.0,14.0,27.0,20.84
13700.0,27.0,50.0,53.0,73.41
175.0,22.0,7.0,15.0,15.27
100.0,30.0,10.0,15.0,16.11
8950.0,40.0,30.0,40.0,31.66
750.0,16.0,16.0,16.0,28.01
430.0,21.0,11.0,17.0,19.03
1625.0,44.0,24.0,32.0,33.14
23200.0,31.0,85.0,54.0,59.16
600.0,30.0,25.0,20.0,11.99
200.0,16.0,13.0,13.0,15.78
415.0,19.0,16.0,17.0,14.1
1500.0,40.0,6.0,28.0,23.12
553.0,18.0,9.0,15.0,9.34
2200.0,50.0,20.0,40.0,36.43
150.0,17.0,2.0,11.0,14.6
250.0,16.0,17.0,11.0,39.24
950.0,29.0,3.0,21.0,11.15
2150.0,41.0,10.0,35.0,18.67
200.0,18.0,3.0,20.0,8.29
3700.0,25.0,6.0,23.0,52.71
4150.0,78.0,4.0,47.0,43.22
800.0,33.0,12.0,11.0,17.19
150.0,20.0,10.0,11.0,12.93
520.0,25.0,20.0,20.0,10.53
1950.0,24.0,24.0,16.0,12.38
1100.0,23.0,7.0,38.0,16.25
2726.0,24.0,28.0,28.0,13.81
700.0,32.0,15.0,11.0,15.95
400.0,35.0,30.0,20.0,15.1
3475.0,54.0,13.0,48.0,19.94
800.0,30.0,10.0,30.0,9.34
5200.0,63.0,2.0,79.0,25.68
300.0,13.0,8.0,10.0,15.79
257.0,21.0,27.0,16.0,7.39
2900.0,40.0,10.0,35.0,15.16
100.0,17.0,3.0,12.0,15.1
133.0,18.0,11.0,14.0,13.47
450.0,35.0,15.0,13.0,16.11
270.0,16.0,16.0,15.0,15.94
6150.0,50.0,2.0,37.0,11.85
767.0,16.0,16.0,17.0,23.98
1550.0,68.0,9.0,43.0,19.84
1250.0,30.0,25.0,30.0,17.31
1467.0,33.0,21.0,21.0,12.51
1100.0,60.0,12.0,30.0,28.75
9750.0,27.0,15.0,92.0,24.01
1850.0,34.0,5.0,34.0,11.73
1400.0,30.0,20.0,26.0,17.84
500.0,16.0,35.0,25.0,8.88
553.0,20.0,12.0,16.0,58.78
426.0,20.0,16.0,17.0,18.05
2600.0,16.0,16.0,16.0,12.98
3150.0,20.0,25.0,20.0,20.43
300.0,18.0,16.0,14.0,27.32
367.0,17.0,13.0,14.0,1.37
6663.0,17.0,11.0,13.0,12.82
450.0,28.0,9.0,19.0,8.33
317.0,21.0,14.0,16.0,14.1
